Form,Strength,DrugName
Tablet/Oral,25MG,Hydroxyzine Hydrochloride
Tablet/Oral,50MG,Hydroxyzine Hydrochloride
Capsule/Oral,25MG;25MG,Hydralazine Hydrochloride And Hydrochlorothiazide
Capsule/Oral,100MG;50MG,Hydralazine Hydrochloride And Hydrochlorothiazide
Tablet/Oral,50MG,Hydrochlorothiazide
Syrup/Oral,5MG/5ML,Liquid Pred
Tablet/Oral,EQ 1MG BASE,Trifluoperazine Hydrochloride
Tablet/Oral,EQ 2MG BASE,Trifluoperazine Hydrochloride
Tablet/Oral,EQ 10MG BASE,Trifluoperazine Hydrochloride
Tablet/Oral,50MG,Amitriptyline Hydrochloride
Tablet/Oral,75MG,Amitriptyline Hydrochloride
Tablet/Oral,25MG,Imipramine Hydrochloride
Tablet/Oral,25MG,Meclizine Hydrochloride
Injectable/Injection,25MG/ML,Aminophyllin
Capsule/Oral,325MG;50MG;40MG,Anoquan
Tablet/Oral,325MG;50MG;40MG,"Butalbital, Acetaminophen And Caffeine"
Capsule/Oral,50MG,Diphenhydramine Hydrochloride
Tablet/Oral,50MG,Imipramine Hydrochloride
Tablet/Oral,10MG,Amitriptyline Hydrochloride
Tablet/Oral,25MG,Spironolactone
Solution/Drops/Ophthalmic,0.50%,Tropicamide
Solution/Drops/Ophthalmic,1%,Tropicamide
Tablet/Oral,25MG,Hydrochlorothiazide
Tablet/Oral,100MG,Amitriptyline Hydrochloride
Capsule/Oral,250MG,Procainamide Hydrochloride
Lotion/Topical,2.50%,Nutracort
Tablet/Oral,25MG,Chlorpromazine Hydrochloride
Tablet/Oral,50MG,Chlorpromazine Hydrochloride
Tablet/Oral,10MG,Amitriptyline Hydrochloride
Tablet/Oral,25MG,Spironolactone
Tablet/Oral,500MG,Sulfisoxazole
Tablet/Oral,25MG;25MG,Spironolactone W/ Hydrochlorothiazide
Tablet/Oral,300MG;60MG,Acetaminophen And Codeine Phosphate
Tablet/Oral,250MG,Acetazolamide
Tablet/Oral,25MG;25MG,Spironolactone W/ Hydrochlorothiazide
Capsule/Oral,EQ 25MG HCL,Hydroxyzine Pamoate
Capsule/Oral,EQ 50MG HCL,Hydroxyzine Pamoate
Capsule/Oral,EQ 100MG HCL,Hydroxyzine Pamoate
Tablet/Oral,500MG,Methocarbamol
Tablet/Oral,750MG,Methocarbamol
Tablet/Oral,500MG,Sulfamethoxazole
Tablet/Oral,15MG,Propantheline Bromide
Tablet/Oral,100MG,Sulfinpyrazone
Capsule/Oral,200MG,Sulfinpyrazone
Tablet/Oral,100MG,Sulfinpyrazone
Injectable/Injection,EQ 10MG PHOSPHATE/ML,Dexamethasone Sodium Phosphate
Tablet/Oral,2.5MG,Methyclothiazide
Tablet/Oral,5MG,Methyclothiazide
Tablet/Oral,100MG,Phenylbutazone
Tablet/Oral,500MG;5MG,Hy-Phen
Elixir/Oral,80MG/15ML,Theophylline
Solution/Drops/Ophthalmic,0.50%,Paracaine
Tablet/Oral,5MG,Prednisone
Tablet/Oral,4MG,Cyproheptadine Hydrochloride
Tablet/Oral,250MG,Acetazolamide
Tablet/Oral,25MG,Spironolactone
Tablet/Oral,50MG,Chlorthalidone
Tablet/Sublingual,2MG,Ergomar
Injectable/Injection,EQ 25MG BASE/VIAL,Folex
Injectable/Injection,EQ 50MG BASE/VIAL,Folex
Injectable/Injection,EQ 100MG BASE/VIAL,Folex
Capsule/Oral,375MG,Procainamide Hydrochloride
Tablet/Oral,25MG,Chlorthalidone
Tablet/Oral,50MG,Chlorthalidone
Tablet/Oral,20MG,Prednisone
Injectable/Injection,EQ 10MG PHOSPHATE/ML,Dexamethasone Sodium Phosphate
Tablet/Oral,25MG,Chlorthalidone
Solution/Oral,0.025MG/5ML;2.5MG/5ML,Diphenoxylate Hydrochloride And Atropine Sulfate
Tablet/Oral,25MG;15MG;0.1MG,"Reserpine, Hydrochlorothiazide, And Hydralazine Hydrochloride"
Injectable/Injection,EQ 16MG BASE/ML,Dexamethasone Acetate
Tablet/Oral,25MG,Hydralazine Hydrochloride
Tablet/Oral,50MG,Dipyridamole
Tablet/Oral,75MG,Dipyridamole
Tablet/Oral,500MG;5MG,Lortab
Injectable/Injection,66%;10%,Angiovist 370
Injectable/Injection,52%;8%,Angiovist 292
Injectable/Injection,50%,Urovist Sodium 300
Injectable/Injection,60%,Angiovist 282
Solution/Oral,105MG/5ML,Aminophylline Dye Free
"Solution/Oral, Rectal",66%;10%,Gastrovist
Solution/Ureteral,30%,Urovist Cysto
Syrup/Oral,10MG/5ML,Hydroxyzine Hydrochloride
Solution/Ureteral,30%,Urovist Cysto Pediatric
Tablet/Oral,500MG,Chlorothiazide
Injectable/Injection,30%,Urovist Meglumine Diu/Ct
Tablet/Oral,325MG;2.25MG;0.19MG,Oxycodone And Aspirin (Half-Strength)
Tablet/Oral,325MG;4.5MG;0.38MG,Roxiprin
Tablet/Oral,250MG;0.125MG,Chlorothiazide-Reserpine
Tablet/Oral,500MG;0.125MG,Chlorothiazide-Reserpine
Ointment/Ophthalmic,0.2%;10%,Blephamide S.O.P.
Capsule/Oral,10MG,Virilon
Tablet/Oral,50MG,Hydralazine Hydrochloride
Tablet/Oral,50MG,Hydrochlorothiazide
Capsule/Oral,100MG,Phenylbutazone
Tablet/Oral,500MG;5MG,Co-Gesic
Injectable/Injection,EQ 5MG BASE/ML,Prochlorperazine
Capsule/Oral,EQ 50MG HCL,Hydroxyzine Pamoate
Capsule/Oral,EQ 25MG HCL,Hydroxyzine Pamoate
Tablet/Oral,300MG;30MG,Acetaminophen And Codeine Phosphate
"Capsule, Extended Release/Oral",50MG,Somophyllin-Crt
Capsule/Oral,30MG,Oby-Trim
Tablet/Oral,0.025MG;2.5MG,Diphenoxylate Hydrochloride And Atropine Sulfate
Concentrate/Oral,30MG/ML,Thioridazine Hydrochloride
Capsule/Oral,EQ 50MG HCL,Hydroxyzine Pamoate
Capsule/Oral,500MG,Bilivist
Tablet/Oral,100MG,Sulfinpyrazone
Capsule/Oral,200MG,Sulfinpyrazone
Ointment/Ophthalmic,0.25%;10%,Cetapred
Tablet/Oral,50MG,Prednisone
Tablet/Oral,10MG,Prednisone
Capsule/Oral,100MG,Phenylbutazone
Tablet/Oral,25MG,Amitriptyline Hydrochloride
Tablet/Oral,25MG,Imipramine Hydrochloride
Capsule/Oral,30MG,Phentermine Hydrochloride
Tablet/Oral,25MG,Hydralazine Hydrochloride
Capsule/Oral,10MG,Methoxsalen
Tablet/Oral,10MG,Chlorpromazine Hydrochloride
"Tablet, Extended Release/Oral",324MG,Quinidine Gluconate
Tablet/Oral,5MG,Methyclothiazide
Injectable/Injection,2MEQ/ML,Potassium Chloride
Capsule/Oral,EQ 100MG HCL,Hydroxyzine Pamoate
Injectable/Injection,50MG/ML,Fluorouracil
Injectable/Injection,50MG/ML,Fluorouracil
Tablet/Oral,325MG;4.5MG;0.38MG,Oxycodone And Aspirin
Cream/Topical,1%,Hydrocortisone
Ointment/Topical,1%,Hydrocortisone
Cream/Topical,0.03%,Triamcinolone Acetonide
Cream/Topical,0.10%,Triamcinolone Acetonide
Ointment/Topical,0.10%,Triamcinolone Acetonide
Tablet/Oral,1MG,Prednisone
Tablet/Oral,2.5MG,Prednisone
Tablet/Oral,325MG;50MG;40MG,"Butalbital, Acetaminophen And Caffeine"
Tablet/Oral,37.5MG,Phentermine Hydrochloride
Tablet/Oral,500MG;5MG,Duradyne Dhc
"Tablet, Extended Release/Oral",324MG,Quinidine Gluconate
Tablet/Oral,325MG;50MG,Phrenilin
Injectable/Injection,EQ 40MG BASE/VIAL,Methylprednisolone Sodium Succinate
Injectable/Injection,EQ 125MG BASE/VIAL,Methylprednisolone Sodium Succinate
Injectable/Injection,2MEQ/ML,Potassium Chloride
Solution/Drops/Ophthalmic,10%,Sulten-10
Tablet/Oral,10MG,Hydroxyzine Hydrochloride
Tablet/Oral,25MG,Hydroxyzine Hydrochloride
Tablet/Oral,50MG,Hydroxyzine Hydrochloride
Tablet/Oral,100MG,Hydroxyzine Hydrochloride
Tablet/Oral,200MG,Meprobamate
Tablet/Oral,400MG,Meprobamate
Tablet/Oral,25MG,Hydrochlorothiazide
Tablet/Oral,1MG,Folic Acid
Tablet/Oral,25MG,Prednisone
Powder/For Rx Compounding,100%,H-Cort
"Tablet, Delayed Release/Oral",200MG,Oxtriphylline
Tablet/Oral,10MG,Hydralazine Hydrochloride
Tablet/Oral,200MG,Quinidine Sulfate
Cream/Topical,1%,Hydrocortisone
Tablet/Oral,4MG,Cyproheptadine Hydrochloride
Tablet/Oral,0.025MG;2.5MG,Diphenoxylate Hydrochloride And Atropine Sulfate
Tablet/Oral,10MG,Tofranil
Tablet/Oral,25MG,Tofranil
Tablet/Oral,50MG,Tofranil
Tablet/Oral,10MG,Imipramine Hydrochloride
Tablet/Oral,25MG,Imipramine Hydrochloride
Injectable/Injection,0.4MG/ML;75MG/ML,Atropine And Demerol
Injectable/Injection,0.4MG/ML;100MG/ML,Atropine And Demerol
Injectable/Injection,EQ 500MG BASE/VIAL,Methylprednisolone Sodium Succinate
Injectable/Injection,EQ 1GM BASE/VIAL,Methylprednisolone Sodium Succinate
Injectable/Injection,0.4MG/ML;50MG/ML,Atropine And Demerol
"Capsule, Extended Release/Oral",130MG,Theobid Jr.
Tablet/Oral,25MG,Hydroxyzine Hydrochloride
"Aerosol, Metered/Inhalation",0.34MG/INH,Isoetharine Mesylate
"Suspension/Oral, Rectal",15GM/60ML,Sps
Tablet/Oral,50MG,Hydroxyzine Hydrochloride
Tablet/Oral,100MG,Hydroxyzine Hydrochloride
"Tablet, Extended Release/Oral",400MG,Choledyl Sa
Cream/Vaginal,3.7%;2.86%;3.42%,Triple Sulfa
Tablet/Oral,25MG,Chlorpromazine Hydrochloride
"Tablet, Delayed Release/Oral",100MG,Oxtriphylline
Injectable/Injection,25MG/ML,Aminophylline
Injectable/Injection,25MG/ML,Aminophylline
Tablet/Oral,10MG,Hydroxyzine Hydrochloride
Tablet/Oral,25MG,Hydroxyzine Hydrochloride
Tablet/Oral,50MG,Hydroxyzine Hydrochloride
Tablet/Oral,10MG,Hydroxyzine Hydrochloride
Tablet/Oral,25MG,Hydroxyzine Hydrochloride
Solution/Oral,2%,Lidocaine Hydrochloride
Capsule/Oral,500MG,Procainamide Hydrochloride
Tablet/Oral,500MG,Tolbutamide
Tablet/Oral,12.5MG,Meclizine Hydrochloride
Tablet/Oral,50MG,Chlorpromazine Hydrochloride
Tablet/Oral,200MG,Chlorpromazine Hydrochloride
Solution/Topical,4%,Lidocaine Hydrochloride
Tablet/Oral,100MG,Chlorpromazine Hydrochloride
Injectable/Injection,2MEQ/ML,Potassium Chloride
Injectable/Injection,25MG/ML,Aminophylline
Cream/Vaginal,3.7%;2.86%;3.42%,Trysul
"Capsule, Extended Release/Oral",100MG,Slo-Bid
"Capsule, Extended Release/Oral",200MG,Slo-Bid
"Capsule, Extended Release/Oral",300MG,Slo-Bid
Ointment/Topical,0.10%,Triamcinolone Acetonide
Injectable/Injection,10 UNITS/ML,Heparin Lock Flush
Injectable/Injection,10 UNITS/ML,Heparin Lock Flush
Injectable/Injection,100 UNITS/ML,Heparin Lock Flush
Injectable/Injection,100 UNITS/ML,Heparin Lock Flush
"Aerosol, Metered/Inhalation",0.2MG/INH,Epinephrine
Tablet/Oral,50MG,Hydralazine Hydrochloride
Tablet/Oral,200MG,Quinidine Sulfate
"Capsule, Extended Release/Oral",250MG,Theovent
Cream/Topical,0.10%,Triamcinolone Acetonide
Tablet/Oral,2.5MG,Methyclothiazide
Capsule/Oral,50MG,Diphenhydramine Hydrochloride
Capsule/Oral,37.5MG,Phentermine Hydrochloride
Tablet/Oral,2MG,Dexamethasone
Syrup/Oral,80MG/15ML,Aquaphyllin
Capsule/Oral,37.5MG,Phentermine Hydrochloride
Tablet/Oral,300MG;30MG,Acetaminophen And Codeine Phosphate
Tablet/Oral,300MG;60MG,Acetaminophen And Codeine Phosphate
Cream/Topical,0.03%,Triamcinolone Acetonide
Cream/Topical,0.50%,Triamcinolone Acetonide
Capsule/Oral,37.5MG,Phentermine Hydrochloride
Solution/Topical,4%,Laryngotracheal Anesthesia Kit
Cream/Topical,0.03%,Triamcinolone Acetonide
Tablet/Oral,0.025MG;2.5MG,Diphenoxylate Hydrochloride And Atropine Sulfate
Solution/Inhalation,0.03%,Isoproterenol Hydrochloride
Solution/Inhalation,0.06%,Isoproterenol Hydrochloride
Solution/Inhalation,0.06%,Isoetharine Hydrochloride
Solution/Inhalation,0.13%,Isoetharine Hydrochloride
Injectable/Injection,100MG/ML,Trimethobenzamide Hydrochloride
Shampoo/Topical,1%,Scabene
Elixir/Oral,12.5MG/5ML,Diphenhydramine Hydrochloride
"Capsule, Extended Release/Oral",100MG,Theo-24
"Capsule, Extended Release/Oral",200MG,Theo-24
"Capsule, Extended Release/Oral",300MG,Theo-24
Tablet/Oral,30MG,Isosorbide Dinitrate
Tablet/Oral,50MG,Chlorthalidone
Tablet/Oral,25MG;25MG,Spironolactone W/ Hydrochlorothiazide
Solution/Drops/Ophthalmic,10%,Sulfair 10
Tablet/Oral,25MG,Spironolactone
Syrup/Oral,6.25MG/5ML,Promethazine Plain
Injectable/Injection,1MG/0.5ML,Vitamin K1
Injectable/Injection,10MG/ML,Vitamin K1
Injectable/Injection,10MG/ML,Vitamin K1
Injectable/Injection,10 UNITS/ML,Heparin Lock Flush
Injectable/Injection,100 UNITS/ML,Heparin Lock Flush
Capsule/Oral,500MG;5MG,Bancap Hc
Syrup/Oral,1.25MG/5ML,Myidyl
Elixir/Oral,2MG/5ML,Brompheniramine Maleate
Injectable/Injection,100MG/ML,Pyridoxine Hydrochloride
Injectable/Injection,100MG/ML,Thiamine Hydrochloride
Injectable/Injection,1MG/ML,Cyanocobalamin
Tablet/Oral,250MG,Disulfiram
Tablet/Oral,500MG,Disulfiram
Capsule/Oral,25MG,Diphenhydramine Hydrochloride
Capsule/Oral,50MG,Diphenhydramine Hydrochloride
Tablet/Oral,EQ 150MG BASE,Chloroquine Phosphate
Injectable/Injection,10%,Lidocaine Hydrochloride
Tablet/Oral,250MG,Chlorzoxazone
Tablet/Oral,5MG,Prednisone
Tablet/Oral,10MG,Prednisone
Tablet/Oral,20MG,Prednisone
Tablet/Oral,5MG,Prednisolone
Cream/Topical,0.03%,Triamcinolone Acetonide
Cream/Topical,0.10%,Triamcinolone Acetonide
Cream/Topical,0.50%,Triamcinolone Acetonide
"Capsule, Extended Release/Oral",200MG,Theo-Dur
Syrup/Oral,25MG/5ML,Mymethazine Fortis
Solution/Oral,10MG/5ML,Methadone Hydrochloride
Tablet/Oral,25MG,Spironolactone
Tablet/Oral,25MG;25MG,Spironolactone And Hydrochlorothiazide
Ointment/Ophthalmic,10%,Sulfair 10
Tablet/Oral,100MG,Thioridazine Hydrochloride
Tablet/Oral,10MG,Thioridazine Hydrochloride
Tablet/Oral,25MG,Thioridazine Hydrochloride
Tablet/Oral,50MG,Thioridazine Hydrochloride
Suspension/Drops/Ophthalmic,0.5%;10%,Predsulfair
Syrup/Oral,1.5MG/5ML;5MG/5ML,Hydrocodone Bitartrate And Homatropine Methylbromide
Tablet/Oral,0.025MG;2.5MG,Lo-Trol
Capsule/Oral,10MG,Chlordiazepoxide Hydrochloride
Tablet/Oral,400MG,Meprobamate
Tablet/Oral,25MG,Chlorthalidone
Tablet/Sublingual,0.5MG,Ergoloid Mesylates
Tablet/Sublingual,1MG,Ergoloid Mesylates
"Capsule, Extended Release/Oral",75MG,Theo-Dur
"Capsule, Extended Release/Oral",125MG,Theo-Dur
Syrup/Oral,1.5MG/5ML;5MG/5ML,Hydrocodone Bitartrate And Homatropine Methylbromide
"Capsule, Extended Release/Oral",105MG,Phendimetrazine Tartrate
"Capsule, Extended Release/Oral",105MG,Bontril
"Capsule, Extended Release/Oral",50MG,Theo-Dur
Capsule/Oral,37.5MG,Adipex-P
"Capsule, Extended Release/Oral",105MG,Sprx-105
Tablet/Oral,25MG;25MG,Spironolactone And Hydrochlorothiazide
Cream/Topical,1%,Hydrocortisone
"Capsule, Extended Release/Oral",105MG,Phendimetrazine Tartrate
Cream/Topical,2.50%,Hydrocortisone
Tablet/Oral,EQ 300MG BASE,Chloroquine Phosphate
Tablet/Oral,50MG,Hydroflumethiazide
Ointment/Ophthalmic,0.5%;10%,Predsulfair
Capsule/Oral,25MG,Diphenhydramine Hydrochloride
Tablet/Oral,2MG,Trihexyphenidyl Hydrochloride
Tablet/Oral,10MG,Imipramine Hydrochloride
Tablet/Oral,300MG;30MG,Papa-Deine #3
Tablet/Oral,10MG,Chlorpromazine Hydrochloride
Ointment/Topical,2.50%,Hydrocortisone
Lotion/Topical,1%,Balneol-Hc
Cream/Topical,0.10%,Triderm
Cream/Topical,0.03%,Triderm
Cream/Topical,0.50%,Triderm
Cream/Topical,0.03%,Fluocinolone Acetonide
Ointment/Topical,0.03%,Fluocinolone Acetonide
Cream/Topical,0.01%,Fluocinolone Acetonide
Solution/Topical,0.01%,Fluocinolone Acetonide
Tablet/Oral,25MG,Thalitone
"Tablet, Delayed Release/Oral",500MG,Sulfasalazine
Tablet/Oral,25MG,Spironolactone
Tablet/Oral,25MG;25MG,Spironolactone W/ Hydrochlorothiazide
Tablet/Oral,500MG;5MG,Vicodin
Suspension/Drops/Ophthalmic,0.5%;10%,Predamide
Ointment/Topical,1%,Hydrocortisone
"Capsule, Extended Release/Oral",105MG,Phendimetrazine Tartrate
"Capsule, Extended Release/Oral",105MG,Phendimetrazine Tartrate
Syrup/Oral,1.5MG/5ML;5MG/5ML,Hydropane
"Tablet, Extended Release/Oral",100MG,Orphenadrine Citrate
Ointment/Ophthalmic,EQ 0.05% PHOSPHATE,Dexair
Tablet/Oral,300MG,Quinidine Sulfate
Tablet/Oral,200MG,Quinidine Sulfate
Tablet/Oral,50MG,Chlorthalidone
Tablet/Oral,10MG,Amitriptyline Hydrochloride
Tablet/Oral,25MG,Amitriptyline Hydrochloride
Tablet/Oral,50MG,Amitriptyline Hydrochloride
Tablet/Oral,75MG,Amitriptyline Hydrochloride
Tablet/Oral,100MG,Amitriptyline Hydrochloride
"Tablet, Extended Release/Oral",324MG,Quinalan
Powder/For Rx Compounding,100%,Hydrocortisone
Tablet/Oral,10MG,Amitriptyline Hydrochloride
Tablet/Oral,25MG,Amitriptyline Hydrochloride
Solution/Drops/Ophthalmic,0.50%,Kainair
Tablet/Oral,20MG,Isosorbide Dinitrate
Suspension/Drops/Ophthalmic,0.5%;10%,Sulphrin
Ointment/Topical,0.03%,Triamcinolone Acetonide
Ointment/Topical,0.10%,Triamcinolone Acetonide
Ointment/Topical,0.50%,Triamcinolone Acetonide
Cream/Topical,0.03%,Triamcinolone Acetonide
Cream/Topical,0.10%,Triamcinolone Acetonide
Cream/Topical,0.50%,Triamcinolone Acetonide
Injectable/Injection,"2,500 UNITS/ML",Heparin Sodium
Injectable/Injection,"5,000 UNITS/ML",Heparin Sodium
Solution/Drops/Ophthalmic,0.10%,Nafazair
Tablet/Oral,50MG,Amitriptyline Hydrochloride
Tablet/Oral,75MG,Amitriptyline Hydrochloride
Tablet/Oral,100MG,Amitriptyline Hydrochloride
Tablet/Oral,5MG,Methadone Hydrochloride
Tablet/Oral,10MG,Methadone Hydrochloride
Tablet/Oral,50MG;0.125MG,Hydroflumethiazide And Reserpine
"Capsule, Extended Release/Oral",105MG,Phendimetrazine Tartrate
Syrup/Oral,30MG/5ML;1.25MG/5ML,Myfed
Tablet/Oral,60MG;2.5MG,Triprolidine And Pseudoephedrine
Tablet/Oral,300MG,Isoniazid
Tablet/Oral,10MG,Hydroxyzine Hydrochloride
Tablet/Oral,25MG,Hydroxyzine Hydrochloride
Tablet/Oral,50MG,Hydroxyzine Hydrochloride
Tablet/Oral,30MG,Sorbitrate
Tablet/Oral,40MG,Sorbitrate
Solution/Oral,105MG/5ML,Aminophylline
Tablet/Oral,25MG;0.125MG,Hydroflumethiazide And Reserpine
Injectable/Injection,200MG/ML,Nandrolone Decanoate
Capsule/Oral,5MG,Chlordiazepoxide Hydrochloride
Capsule/Oral,25MG,Chlordiazepoxide Hydrochloride
Tablet/Oral,10MG,Thioridazine Hydrochloride
Tablet/Oral,15MG,Thioridazine Hydrochloride
Tablet/Oral,25MG,Thioridazine Hydrochloride
Tablet/Oral,50MG,Thioridazine Hydrochloride
Tablet/Oral,100MG,Thioridazine Hydrochloride
Tablet/Oral,150MG,Thioridazine Hydrochloride
Tablet/Oral,300MG,Testing1
Tablet/Oral,200MG,Thioridazine Hydrochloride
Ointment/Topical,1%,Hydrocortisone In Absorbase
Tablet/Oral,25MG,Chlorthalidone
Tablet/Oral,50MG,Chlorthalidone
Concentrate/Oral,EQ 10MG BASE/ML,Trifluoperazine Hydrochloride
Solution/Inhalation,0.08%,Isoetharine Hydrochloride
Solution/Inhalation,0.14%,Isoetharine Hydrochloride
Solution/Inhalation,0.25%,Isoetharine Hydrochloride
Injectable/Injection,100MG/100ML,Aminophylline In Sodium Chloride 0.45%
Injectable/Injection,200MG/100ML,Aminophylline In Sodium Chloride 0.45%
Tablet/Oral,0.5MG,Dexamethasone
Tablet/Oral,0.25MG,Dexamethasone
Solution/Drops/Ophthalmic,1%,Pentolair
Tablet/Oral,500MG;0.125MG,Chlorothiazide W/ Reserpine
Solution/Oral,105MG/5ML,Aminophylline
Concentrate/Oral,30MG/ML,Chlorpromazine Hydrochloride Intensol
Concentrate/Oral,100MG/ML,Chlorpromazine Hydrochloride Intensol
Tablet/Oral,0.75MG,Dexamethasone
Tablet/Oral,25MG,Chlorthalidone
Solution/Drops/Ophthalmic,EQ 0.9% PHOSPHATE,Predair Forte
Injectable/Injection,52%;8%,Diatrizoate-60
Solution/Topical,0.01%,Fluocinolone Acetonide
Ointment/Topical,0.03%,Fluocinolone Acetonide
Cream/Topical,0.03%,Fluocinolone Acetonide
Cream/Topical,0.01%,Fluocinolone Acetonide
Solution/Topical,0.01%,Fluotrex
Ointment/Topical,0.03%,Fluotrex
Cream/Topical,0.03%,Fluotrex
Cream/Topical,0.01%,Fluotrex
Tablet/Oral,100MG,Chlorpropamide
Tablet/Oral,250MG,Chlorpropamide
Tablet/Oral,25MG,Hydralazine Hydrochloride
Tablet/Oral,50MG,Hydralazine Hydrochloride
Tablet/Oral,100MG,Aminophylline
Tablet/Oral,200MG,Aminophylline
Injectable/Injection,25MG/ML,Hydroxyzine Hydrochloride
Injectable/Injection,50MG/ML,Hydroxyzine Hydrochloride
Solution/Drops/Ophthalmic,15%,Sulfair-15
Solution/Inhalation,0.08%,Isoetharine Hydrochloride
Solution/Inhalation,0.25%,Isoetharine Hydrochloride
Tablet/Oral,50MG;0.125MG,Reserpine And Hydrochlorothiazide-50
Lotion/Topical,1%,Lindane
Shampoo/Topical,1%,Lindane
Tablet/Oral,60MG;2.5MG,Pseudoephedrine Hydrochloride And Triprolidine Hydrochloride
Tablet/Oral,50MG,Thioridazine Hydrochloride
Tablet/Oral,50MG;0.125MG,Hydroflumethiazide And Reserpine
Cream/Topical,0.03%,Trymex
Cream/Topical,0.10%,Trymex
Cream/Topical,0.50%,Trymex
Tablet/Oral,1MG,Folic Acid
Tablet/Oral,50MG;0.125MG,Reserpine And Hydrochlorothiazide
Tablet/Oral,4MG,Cyproheptadine Hydrochloride
Tablet/Oral,1MG,Gerimal
Tablet/Oral,4MG,Cyproheptadine Hydrochloride
Solution/Topical,1%,Penecort
Gel/Topical,1%,Penecort
Cream/Topical,1%,Penecort
Ointment/Topical,2.50%,Penecort
Capsule/Oral,100MG,Phenylbutazone
Tablet/Oral,10MG,Fluoxymesterone
Tablet/Oral,25MG,Imipramine Hydrochloride
Tablet/Oral,50MG,Imipramine Hydrochloride
Solution/Inhalation,0.17%,Isoetharine Hydrochloride
Concentrate/Oral,100MG/ML,Thioridazine Hydrochloride
Lotion/Shampoo/Topical,2.50%,Selenium Sulfide
Concentrate/Oral,100MG/ML,Thioridazine Hydrochloride
Solution/Drops/Ophthalmic,1%,Mydriafair
Tablet/Oral,100MG,Isoniazid
Tablet/Oral,4MG,Cyproheptadine Hydrochloride
Syrup/Oral,50MG/5ML,Isoniazid
Tablet/Oral,1.5MG,Dexamethasone
Tablet/Oral,4MG,Dexamethasone
Injectable/Injection,"1,000 UNITS/ML",Heparin Sodium
Tablet/Oral,25MG,Hydralazine Hydrochloride
Tablet/Oral,50MG,Hydralazine Hydrochloride
Syrup/Oral,50MG/5ML,Oxtriphylline Pediatric
Solution/Oral,100MG/5ML,Oxtriphylline
Capsule/Oral,325MG;5MG,Tylox-325
Solution/Oral,0.5MG/5ML,Dexamethasone
Cream/Topical,2.50%,Anusol Hc
Syrup/Oral,2MG/5ML,Dexchlorpheniramine Maleate
Concentrate/Oral,1MG/ML,Dexamethasone Intensol
"Tablet, Extended Release/Oral",200MG,T-Phyl
Elixir/Oral,0.5MG/5ML,Dexamethasone
"Capsule, Extended Release/Oral",300MG,Theophylline-Sr
Tablet/Oral,12.5MG,Meclizine Hydrochloride
Tablet/Oral,25MG,Meclizine Hydrochloride
Concentrate/Oral,30MG/ML,Thioridazine Hydrochloride
Tablet/Oral,2MG,Fluoxymesterone
Tablet/Oral,25MG,Imipramine Hydrochloride
Tablet/Oral,5MG,Fluoxymesterone
Tablet/Oral,25MG,Diethylpropion Hydrochloride
Tablet/Oral,25MG,Diethylpropion Hydrochloride
"Capsule, Extended Release/Oral",50MG,Slo-Bid
Tablet/Oral,10MG,Thioridazine Hydrochloride
Tablet/Oral,15MG,Thioridazine Hydrochloride
Tablet/Oral,25MG,Thioridazine Hydrochloride
Tablet/Oral,100MG,Thioridazine Hydrochloride
Solution/Drops/Ophthalmic,0.50%,Mydriafair
Solution/Inhalation,0.25%,Isoetharine Hydrochloride
Tablet/Oral,50MG,Imipramine Hydrochloride
Injectable/Injection,25MG/ML,Meperidine Hydrochloride
Injectable/Injection,50MG/ML,Meperidine Hydrochloride
Injectable/Injection,75MG/ML,Meperidine Hydrochloride
Injectable/Injection,100MG/ML,Meperidine Hydrochloride
Syrup/Oral,30MG/5ML;1.25MG/5ML,Histafed
Tablet/Oral,100MG,Thioridazine Hydrochloride
Syrup/Oral,EQ 2.5MG BASE/5ML,Trimeprazine Tartrate
Injectable/Injection,2MEQ/ML,Potassium Chloride
Tablet/Oral,10MG,Bethanechol Chloride
Tablet/Oral,25MG,Bethanechol Chloride
Injectable/Injection,100MG/ML,Nandrolone Decanoate
Tablet/Oral,10MG,Imipramine Hydrochloride
Injectable/Injection,2%,Lidocaine Hydrochloride
Injectable/Injection,4%,Lidocaine Hydrochloride Preservative Free
Tablet/Oral,25MG,Thioridazine Hydrochloride
Tablet/Oral,100MG,Aminophylline
Tablet/Oral,200MG,Aminophylline
Injectable/Injection,1%,Lidocaine Hydrochloride In Plastic Container
Elixir/Oral,80MG/15ML,Elixomin
Elixir/Oral,12.5MG/5ML,Dibenil
Tablet/Oral,650MG;50MG,Axotal
